100.0
500
65.92999999999999,72.17
62.78999999999999,86.33
61.17999999999999,83.52
67.28,87.5
70.50999999999999,82.56
70.53999999999999,81.94999999999999
62.33,70.13
66.63,81.96
68.53,83.66999999999999
59.31,83.11999999999999
70.88,75.47
56.650000000000006,88.44
54.629999999999995,71.64999999999999
71.35,79.86
57.67999999999999,80.13
66.52,89.27
60.33,78.41999999999999
62.91,85.94
60.09,83.25
71.59,79.50999999999999
58.89,83.22999999999999
58.31999999999999,78.61
55.95,82.94
60.67,84.07
68.42,82.25
57.8,20.53
71.29999999999998,22.79
69.97999999999999,11.73
66.47999999999999,18.82
71.13,21.59
63.06999999999999,12.690000000000001
56.609999999999985,30.5
73.07999999999998,13.880000000000003
61.16999999999999,17.22
59.749999999999986,27.159999999999997
70.63999999999999,17.42
64.78999999999999,25.35
71.46,18.35
69.66,21.08
64.72999999999999,29.39
57.079999999999984,21.700000000000003
68.69,16.55
65.11999999999999,31.629999999999995
73.75999999999999,25.71
65.61999999999999,24.520000000000003
57.53999999999999,24.380000000000003
70.85,24.009999999999998
73.88,24.270000000000003
58.28999999999999,26.47
59.56999999999999,28.400000000000006
39.47,82.98
33.42,84.12
35.92,98.5
35.82,89.56
39.67,89.34
32.269999999999996,85.09
27.810000000000002,89.01
22.93,96.54
33.18,85.5
30.64,92.81
26.159999999999997,91.5
26.439999999999998,95.46000000000001
31.39,95.58000000000001
25.96,92.27000000000001
32.94,98.37
26.879999999999995,94.11
38.629999999999995,92.57000000000001
34.879999999999995,89.92
35.339999999999996,87.23
35.05,88.41
31.11,87.80000000000001
29.11,87.38000000000001
27.0,81.45
34.81,81.26
31.75,84.13000000000001
54.05,28.340000000000003
59.78,34.34
66.9,39.010000000000005
55.89,44.870000000000005
67.9,39.21000000000001
51.949999999999996,33.550000000000004
59.45,34.49000000000001
57.18000000000001,45.690000000000005
61.3,44.080000000000005
65.17,36.92
67.24,39.14000000000001
64.11,45.34
66.63,46.5
58.53999999999999,46.86000000000001
58.269999999999996,39.95
55.08,30.940000000000005
62.870000000000005,41.07000000000001
52.49,45.43000000000001
61.629999999999995,39.440000000000005
56.760000000000005,28.490000000000002
53.14,38.13
55.739999999999995,33.53
68.63,34.620000000000005
54.53999999999999,38.330000000000005
56.400000000000006,39.300000000000004
26.950000000000003,34.809999999999995
25.660000000000004,30.259999999999998
20.410000000000004,45.339999999999996
26.040000000000006,35.239999999999995
19.840000000000003,29.199999999999996
33.3,45.89999999999999
20.69,40.13999999999999
21.3,38.58
30.150000000000006,28.589999999999996
27.590000000000003,28.65
17.44,47.239999999999995
18.740000000000002,37.03999999999999
16.37,37.19
27.020000000000003,33.519999999999996
30.490000000000002,27.769999999999996
31.67,35.419999999999995
30.310000000000002,28.619999999999997
16.12,47.19
34.03,46.06999999999999
23.57,31.529999999999994
28.6,37.449999999999996
17.85,45.89
16.160000000000004,47.06999999999999
33.75,39.589999999999996
22.730000000000004,45.03999999999999
68.11,84.42999999999999
83.05000000000001,91.19
78.47,91.22
74.25,76.24
70.93,88.58999999999999
73.41,78.91999999999999
64.69,93.10999999999999
69.47,85.44
79.4,93.17999999999999
67.47,77.66
64.08,82.27
65.9,79.46
69.37,89.13
80.59,88.89999999999999
64.27,81.94999999999999
66.98,79.05
78.19,95.08999999999999
81.2,93.03999999999999
71.76,85.39999999999999
82.39,79.69999999999999
66.09,93.06
73.65,94.81
68.68,76.94
66.82000000000001,90.05
66.69,78.11999999999999
66.28,48.84
