100.0
50
44.49,3.64
56.43,33.68
35.51,96.68
80.16,43.58
89.09,39.79
81.7,21.07
69.42,52.23
94.6,38.69
19.88,61.77
18.98,47.02
52.44,10.87
40.76,29.69
1.31,9.97
41.79,12.5
95.76,61.57
8.3,97.14
91.54,57.83
50.07,1.59
49.44,23.23
62.09,41.21
65.6,33.92
96.65,77.38
38.41,95.89
64.91,93.62
3.9,5.07
53.61,33.2
83.62,44.31
25.63,46.84
66.67,94.53
70.75,54.11
91.3,50.27
87.09,18.06
0.2,33.67
2.9,69.02
18.77,94.79
93.38,90.56
45.48,71.41
8.14,98.21
49.85,56.78
0.72,99.98
44.92,89.86
43.87,26.51
38.14,39.34
21.66,58.21
68.0,0.3
12.61,57.22
1.35,60.0
16.84,32.29
1.34,18.15
34.61,26.73
