100.0
1000
0.36,93.57
57.16,34.35
15.32,49.53
21.53,65.37
42.24,66.73
71.18,81.09
62.62,58.59
84.12,98.67
55.62,26.47
3.27,34.78
96.24,15.81
63.98,78.44
65.21,5.93
26.04,66.37
2.39,56.9
95.93,94.85
47.55,68.22
7.76,16.58
90.45,26.67
29.61,26.35
95.34,33.65
75.32,34.83
74.26,5.81
31.82,66.66
58.23,37.08
56.42,95.58
55.66,95.26
59.7,47.39
93.23,1.44
65.54,59.68
6.33,6.94
31.83,86.18
82.98,39.1
23.08,73.18
68.34,34.63
49.01,15.62
5.09,17.1
22.14,21.28
19.28,3.98
41.88,72.88
60.73,47.75
82.36,79.97
72.61,25.33
47.17,55.22
95.65,90.92
55.34,32.91
8.98,98.16
39.63,71.44
71.97,79.24
71.07,46.19
59.13,41.23
71.5,44.29
73.66,2.63
39.75,18.49
84.21,46.86
96.63,44.03
54.31,13.54
48.6,49.21
24.1,83.56
81.03,58.1
59.98,39.02
17.9,92.25
9.46,95.55
26.87,27.04
85.62,11.17
6.02,87.89
58.34,73.14
61.96,1.79
48.21,52.25
77.51,90.4
2.78,92.82
71.55,2.27
84.67,75.59
74.08,33.99
16.45,50.77
74.42,82.55
7.98,88.96
52.64,4.65
38.72,38.72
70.3,32.52
79.47,11.38
80.0,10.44
16.06,35.93
10.48,71.2
80.73,39.97
98.66,67.81
6.38,16.18
68.61,11.76
93.09,28.04
3.1,46.63
17.09,93.53
13.61,3.3
18.1,60.74
91.07,41.26
72.48,55.74
11.67,79.58
97.08,39.62
79.28,60.61
31.21,59.05
9.35,69.61
12.93,12.52
98.06,54.37
99.57,83.42
74.53,50.28
82.53,9.91
4.26,18.29
11.26,71.7
97.44,46.12
72.78,74.23
77.02,45.94
69.27,1.85
78.52,6.22
98.62,93.41
85.75,19.53
70.79,65.9
55.14,13.42
86.09,74.97
44.8,57.49
60.59,54.51
44.11,5.8
8.8,22.0
94.35,61.21
83.74,70.94
1.97,15.63
30.85,97.34
71.81,28.64
33.38,23.29
29.98,55.78
14.53,87.32
63.35,27.32
14.09,68.81
75.75,8.69
75.92,1.37
49.93,44.32
66.79,9.14
8.52,98.07
96.63,68.8
87.3,55.86
25.65,60.25
69.97,48.17
24.87,19.18
84.36,83.95
2.87,46.01
27.58,61.03
24.12,57.46
69.48,32.84
21.94,89.06
82.46,66.48
52.44,70.38
59.1,22.69
45.18,97.97
8.6,25.16
80.79,25.36
68.11,63.16
66.11,74.48
25.48,89.58
83.53,48.15
26.46,34.47
62.55,89.49
31.06,53.28
59.17,90.8
91.46,68.43
30.96,1.92
47.0,43.14
64.82,25.97
70.25,47.11
47.88,18.97
53.19,35.11
72.23,29.19
91.77,61.75
29.03,21.82
13.4,98.1
78.94,35.15
92.88,99.32
81.98,5.47
19.14,96.42
32.54,79.62
7.94,49.53
72.78,6.67
3.53,5.72
51.25,63.0
76.27,49.68
52.61,18.62
2.36,22.46
49.14,97.17
7.16,10.11
14.83,16.37
63.99,72.12
99.1,21.69
66.57,87.58
78.44,41.75
35.36,46.03
91.81,0.87
75.28,99.47
18.3,21.61
75.8,22.2
73.82,37.89
32.72,96.08
88.2,18.21
75.78,49.85
73.12,67.43
6.03,33.81
7.18,35.63
82.43,3.08
45.17,13.03
48.83,16.75
4.91,30.93
58.84,33.47
97.87,20.59
39.07,99.13
46.88,4.06
29.1,76.92
78.38,4.29
50.44,66.48
85.08,65.12
86.01,94.61
30.25,66.26
96.88,37.73
4.74,3.02
63.42,53.28
53.86,76.33
14.5,56.19
63.11,4.22
0.13,74.93
28.52,23.28
70.47,61.67
40.67,95.42
47.38,10.86
79.37,73.68
13.29,61.55
50.71,9.06
96.76,20.31
97.25,99.97
3.9,43.23
77.89,95.42
30.65,58.71
44.83,63.82
92.1,95.62
41.42,30.17
21.95,5.53
7.15,66.3
27.68,32.23
3.73,91.16
35.24,86.95
69.72,1.04
20.78,33.42
70.16,3.36
6.23,73.4
32.53,71.83
90.91,50.39
50.49,75.65
1.43,56.87
93.01,60.9
69.05,38.53
77.93,78.45
85.04,38.39
56.26,59.29
42.35,12.62
6.38,35.85
45.06,80.48
55.7,95.5
55.76,41.57
31.52,31.23
55.4,4.71
92.36,23.93
10.25,25.21
6.59,50.02
76.18,39.61
25.97,59.32
21.83,20.66
48.38,8.63
18.95,48.76
76.14,68.52
31.02,11.05
54.36,43.19
28.97,94.35
16.8,55.95
77.12,33.86
76.44,57.05
61.32,16.13
71.96,4.09
76.74,11.78
22.19,50.86
53.02,30.99
46.3,55.31
71.12,53.47
79.16,83.95
17.82,83.03
48.48,46.34
31.52,16.84
83.1,40.98
15.94,99.44
90.54,31.75
37.41,52.43
75.57,2.61
75.44,32.11
71.6,57.76
66.61,69.55
21.97,44.0
67.3,90.06
78.97,72.73
62.03,92.55
85.35,10.08
61.2,92.85
64.92,85.51
64.43,0.1
76.96,41.23
13.85,99.96
82.41,8.29
25.58,64.73
29.1,48.39
66.86,96.28
87.75,44.9
41.38,35.49
61.02,61.33
56.16,38.75
43.67,11.19
69.26,31.14
33.61,98.89
59.85,94.24
80.76,98.65
19.47,36.46
13.47,35.09
36.49,23.75
0.67,17.71
34.62,19.37
92.21,59.85
30.68,93.03
29.16,81.87
96.83,11.32
31.61,58.29
48.07,14.64
52.21,19.24
27.25,18.52
30.26,57.23
26.54,51.59
93.49,22.62
66.97,56.77
32.54,12.91
55.65,37.6
16.26,74.49
54.22,27.2
25.59,38.67
21.29,94.07
57.98,8.34
36.93,75.7
94.88,96.4
77.41,48.84
30.86,92.48
85.38,3.54
34.21,0.68
71.83,86.84
46.46,47.87
94.24,21.82
30.74,9.27
78.17,87.64
47.61,36.14
88.48,67.16
70.89,99.03
10.66,30.05
55.88,79.2
72.7,21.44
37.62,50.8
23.97,68.81
67.7,96.72
88.14,3.02
94.98,92.34
24.91,13.5
57.44,72.92
67.03,22.02
80.51,72.98
47.95,64.62
70.56,88.81
98.6,17.31
51.23,68.88
71.62,87.11
15.17,81.4
46.24,17.75
53.98,42.71
77.55,26.18
85.03,16.11
80.32,95.22
15.68,6.59
79.36,95.74
72.28,83.66
15.97,2.11
74.4,62.1
73.07,94.27
53.18,57.93
70.47,10.73
96.7,16.23
86.21,28.48
54.9,75.91
79.56,97.35
52.22,97.03
27.5,49.6
36.67,26.3
37.15,38.31
41.0,17.85
63.99,32.47
43.52,57.84
47.97,10.91
94.32,63.96
77.76,52.59
15.67,43.9
7.47,16.55
94.82,0.38
78.95,41.05
61.97,64.57
48.55,68.79
86.46,24.81
77.23,22.54
30.4,92.58
19.5,13.82
70.17,14.39
38.62,66.46
33.97,94.37
82.63,75.96
5.78,40.19
79.54,6.25
15.19,82.69
48.02,45.82
66.07,48.21
75.14,6.96
57.26,82.0
81.91,53.59
13.41,30.76
83.81,86.16
75.23,93.02
54.07,95.1
95.0,37.04
14.85,18.37
45.34,67.79
13.72,3.3
77.12,96.75
91.17,77.87
55.74,31.5
8.37,82.54
64.31,55.47
84.17,0.17
86.73,12.48
85.07,48.43
74.08,45.8
22.53,67.14
53.85,66.61
38.54,40.78
62.82,43.01
1.92,45.88
71.87,7.62
95.56,2.12
23.72,78.9
47.79,36.36
23.01,79.42
50.17,39.58
2.35,13.0
7.83,8.06
37.54,31.87
89.09,12.44
0.57,84.58
76.37,30.47
19.95,86.42
71.74,13.19
64.51,94.61
77.49,27.7
78.92,2.78
54.45,34.47
77.31,91.28
58.93,12.27
44.28,83.02
73.25,39.62
2.38,58.06
73.58,78.01
79.17,74.49
24.63,79.31
47.77,27.97
50.64,57.32
20.59,57.74
8.85,21.89
47.44,73.08
83.42,72.76
6.6,30.96
25.12,90.02
80.13,42.89
85.56,38.11
73.23,27.08
33.19,21.18
71.47,50.54
92.87,88.97
29.49,25.01
20.85,94.57
50.11,30.6
12.5,47.87
43.56,41.21
41.59,92.05
53.52,17.31
46.57,54.18
98.37,13.03
12.13,85.7
4.24,17.12
42.14,13.68
99.85,10.17
84.1,69.49
2.07,74.28
44.46,48.04
45.96,35.37
29.32,77.75
3.29,53.38
55.49,49.13
89.74,0.98
3.34,57.97
82.13,87.63
24.65,68.43
54.66,92.45
76.33,90.45
95.68,66.77
23.69,96.4
85.27,55.29
46.2,72.5
97.51,63.3
82.68,12.06
41.64,66.62
73.0,9.63
71.04,21.01
89.11,7.78
70.49,77.85
99.35,81.5
78.14,54.59
76.97,19.39
11.47,39.63
46.24,74.93
43.79,34.08
57.81,16.66
21.65,45.58
98.57,1.81
22.45,53.09
70.75,34.2
26.38,55.89
20.09,44.41
16.85,4.52
53.34,47.98
29.97,87.42
61.94,95.5
44.88,12.7
60.24,27.41
44.03,81.35
54.5,86.17
75.39,95.74
81.77,18.12
17.01,84.88
96.79,18.67
78.4,56.89
39.11,35.53
72.92,8.2
83.02,46.91
60.68,28.75
58.22,74.25
92.55,43.22
30.61,72.3
82.16,19.22
49.41,63.42
95.34,55.14
99.3,47.37
74.03,32.9
44.53,23.09
5.13,83.44
15.62,4.88
4.19,66.94
68.67,1.61
7.95,13.44
42.36,54.83
60.74,4.93
48.4,99.24
35.13,4.87
57.3,17.17
49.21,57.92
83.45,8.0
29.85,88.69
30.8,82.52
24.25,26.2
33.79,22.81
80.4,68.54
16.68,18.77
1.47,80.73
99.13,4.05
28.31,88.2
95.73,65.92
20.21,88.13
92.67,96.62
84.54,51.22
36.48,86.76
52.72,27.88
36.13,35.45
12.03,4.22
62.57,66.15
80.79,75.8
28.07,92.8
57.67,20.14
41.11,76.19
85.21,52.34
62.31,47.14
42.02,42.7
31.71,50.17
18.96,59.82
98.51,78.87
39.88,78.47
60.4,32.59
59.79,57.21
11.85,22.91
10.01,47.9
7.97,98.04
62.86,46.37
73.72,33.23
57.13,31.49
27.28,56.41
59.14,68.63
40.39,39.37
34.45,72.64
28.84,87.05
70.32,35.41
51.68,0.14
19.88,23.38
99.2,69.44
35.94,41.85
66.45,84.41
24.16,44.24
41.63,2.9
73.35,37.15
87.01,34.18
14.15,94.84
53.43,33.12
16.29,50.55
49.28,90.07
59.41,76.18
79.44,27.72
2.81,96.7
80.71,84.07
35.29,11.32
6.15,68.87
8.08,9.33
52.96,29.94
40.75,75.47
85.86,55.13
43.07,76.93
81.16,66.05
14.19,12.02
5.38,30.36
64.48,79.41
46.86,30.94
55.27,95.74
38.63,82.2
66.85,49.48
46.51,76.61
86.21,29.51
47.77,77.67
52.52,7.56
92.45,49.58
10.54,85.95
22.05,28.44
0.02,44.09
18.39,94.81
52.6,30.14
69.16,3.5
76.75,48.15
66.34,62.68
86.06,84.94
98.21,31.61
66.56,6.0
56.89,23.88
84.49,25.1
59.04,61.27
7.94,18.56
69.8,22.53
52.36,11.55
27.12,70.64
63.57,11.63
86.97,22.42
19.54,2.2
48.74,45.18
66.9,37.59
74.49,26.54
7.6,0.52
85.59,65.37
16.41,92.48
6.1,74.97
1.06,28.34
23.56,72.26
13.38,97.27
54.55,51.24
81.8,34.06
34.96,3.32
63.78,17.16
3.28,52.09
9.81,72.72
8.65,16.29
89.98,17.71
55.02,0.91
58.61,19.16
87.7,43.4
23.04,81.68
39.4,9.81
38.31,0.71
78.75,43.79
71.24,35.29
46.61,20.45
64.73,60.57
22.8,46.54
85.54,57.93
38.87,78.64
57.73,88.44
41.72,1.88
67.74,73.93
16.8,22.9
76.82,79.47
99.97,83.32
91.97,50.37
42.63,91.96
27.43,8.09
45.98,8.08
